file_name,tile_set_len,y_offset,x_offset
3de83491-2be9-4360-93e4-78e7b8846f40,66,0,0
cb6b2268-28dc-4cca-b997-99b1b0280507,62,0,0
07a8c2a2-4b12-4cdc-9dea-8720f2239557,31,0,0
ce1db4c4-f306-41fe-959e-20ddf0aab0aa,77,0,0
39d49fd9-11b5-4325-b662-668c2c0b877c,64,0,0
a506d04c-f174-49cf-b74c-19c16270447b,60,0,0
8c6be21a-13ed-4fc9-91d8-5bec1a455516,18,0,0
7fdaf748-43a1-4d14-898e-72772d9b151a,38,0,0
dc5a1f8c-440c-468e-a320-70d67fc79ee7,65,0,0
07f55b9e-51c9-48d4-b35b-f9fabbcbd43f,5,0,0
5de43e75-5fdf-4fe4-8c73-8de4160cc1ea,68,0,0
cda07d7f-2058-4429-b13a-211a97462bd6,65,0,0
740a98e3-23ba-4ce9-9972-fdb5b7e4c09d,54,0,0
6d015a5d-c5df-4f67-b36f-24b045db4471,69,0,0
4faeac33-5c73-4cef-86bd-f4c72fdbd77b,17,0,0
983b532d-eea5-4593-9cc1-3ca5b91727de,21,0,0
0fa27146-02bc-42b8-9377-8bc9ba9d659d,17,0,0
3524126f-c3fa-47dc-8fe3-a939add1e50c,9,0,0
989fdb8e-d0e7-490e-96ea-dfce4d0d5181,62,0,0
10ca62f5-58f7-4218-8d7f-fe209e0d6157,15,0,0
b5484456-86be-416b-b6c8-f40936508c36,45,0,0
f0a5a26a-7086-429c-bdb8-689aeea3e69f,64,0,0
02cbc803-1448-49ff-99d3-45fbc4dfa354,71,0,0
a46c805e-049c-4282-b3ee-debab4e095af,20,0,0
17dbf047-f5ad-45d9-bc0e-738668df8852,23,0,0
df36fb12-abf2-4d7c-b875-5ebca714b9e5,64,0,0
fc61bdbe-37bc-4db4-996b-50bd280145da,24,0,0
0a68a089-31d0-445e-89e8-2cee35a516ff,69,0,0
0d6e22e9-d079-418a-8f70-761e31d3bbc9,77,0,0
0de76ccf-e9cc-43dc-8cff-bb5a27e24370,17,0,0
ac7e7dfd-a497-4477-a8cf-3d2e4a41f14d,59,0,0
7aac52f8-61a8-4ace-bc4e-9f7e2e2dd45f,18,0,0
0de20240-25b2-4d1f-8930-f5d1752b0121,78,0,0
239fba79-7088-4c75-bd75-8424ed5756de,74,0,0
534f73aa-562a-4166-9b08-e34b2e3948be,60,0,0
99ab4e1c-0bbf-46ab-889f-8bb4f1bbe34e,89,0,0
cdbaf49c-6335-443d-bec9-0d30f5a9930a,22,0,0
01a4ab08-1502-4e65-b6e5-9276b1441ab9,66,0,0
26f13ac1-6246-4594-83b4-a418e71797a1,72,0,0
5c161b50-fd08-42f9-958f-6a7f4237ed45,62,0,0
83f33a53-8da9-4f8c-8a12-a709bb8d84ef,69,0,0
0cfc272c-e2c1-442c-a151-1e523aa819a1,33,0,0
58c2a5f9-5ed8-4b5f-ba04-8f78e610d5cc,72,0,0
a75244f8-157f-49b5-859c-f299759e4f8b,79,0,0
aad41bf4-fd97-4fb5-b85c-b68a1faa85b4,65,0,0
131a72a1-44f3-434b-8008-bb47e41c2b05,13,0,0
6d64712e-089e-49c1-8213-132099496de3,15,0,0
353e5863-e204-42af-bc4e-1681a4900f66,13,0,0
42f8fd04-4bd5-446b-8e07-a4951cc8d569,74,0,0
39fc5a06-67b7-4ae2-9218-d3b6c7cc9792,72,0,0
c0b72da6-3bd3-4b07-b993-d3b2f71a98af,5,0,0
ea8c4b3f-f2e2-4d68-a17a-e632a0f26046,25,0,0
fc25f88d-985e-4ae3-a9cd-8c2e326cafa6,80,0,0
a6eceba9-3075-4365-9016-70d38bb807b8,73,0,0
49dcd9db-b71b-4560-91c3-d449c797c5a7,62,0,0
3c85b914-9207-4655-b1f9-100a67a4da32,62,0,0
b3b37343-b735-478e-a9c1-f6baf22287e6,69,0,0
7a1a2d2c-b8c2-4cab-95e8-ac2568f9576d,68,0,0
72459742-8a3d-45bd-addf-a230430426eb,69,0,0
e549ee3d-4abf-48b8-803a-ca1a791cbfbe,58,0,0
2bc63100-94ee-4761-b888-0d8667896d83,27,0,0
75427e90-8c4d-4cba-a633-934755211ee1,77,0,0
8b658167-b16d-4dbe-af6e-c5c11f33a80c,27,0,0
e5057841-b134-46c9-a14a-1f727649e666,21,0,0
83fe07a1-7be5-49b1-99fe-cf1a6e9905e1,20,0,0
83936f3a-c63c-433d-83dd-ebab2506eef4,69,0,0
9ff11a83-c0c5-4678-b436-f181c5624b9f,22,0,0
4c20137d-41c0-4daa-b363-b444142ced8b,58,0,0
64cd5a4e-118a-4982-978f-5b533820025c,65,0,0
620dca3b-5633-4b89-abc5-161bd1ffb93c,32,0,0
8e65ff02-99ae-45a6-b509-b34b005c2a9b,37,0,0
bcfd3eca-2db9-4fce-ae86-6a8689ca2a29,89,0,0
555e5a08-a29e-4fb2-b738-a2879659e578,74,0,0
1e8067b9-c5e7-4b78-b151-e7b35ae7379d,72,0,0
03f444c3-c7ff-46eb-a7ec-395e0270e5cd,17,0,0
04e60ce1-a082-4cbc-94e0-26e7048860b3,74,0,0
b11389f3-29bb-42d4-a6e6-fc58896a594e,25,0,0
e8064580-9eed-4b38-b888-11fbe10d26ab,61,0,0
976e13b5-2e77-435b-8fd7-0fd2f36cf796,63,0,0
a26d9040-e023-4cf9-a4d3-6afe809f1415,18,0,0
43b957e7-5d50-4510-9b15-6d6fbda89645,86,0,0
e5f7a68d-9b62-4962-8eac-78543f3c5426,71,0,0
8338486f-953c-43af-85ca-b3f1e106e28b,72,0,0
b3be1b00-585e-4abc-a883-094bcdbb25e5,25,0,0
3f9f2d2f-2b87-4268-aec8-09775ebd07d9,5,0,0
c1ce3a29-ba79-4fd8-b8a2-dcd7fbbf0761,25,0,0
5f4eace5-53ec-44e7-9343-faa3b86ab77c,71,0,0
71f9df0e-5c91-47df-98ff-3485897fc509,66,0,0
334fa90c-76ff-4648-8f6f-846c5d2ea7b2,25,0,0
7dc02c6a-cb85-49ea-b593-cbf4497ad7a7,85,0,0
665001a1-cf42-4a03-902a-f553bda5db16,74,0,0
f1ae2a66-ddb2-4bef-9be4-3071bafc6a37,21,0,0
fb52cd58-df30-4071-998d-fa8f8eee6393,65,0,0
b8499933-df46-475f-9c26-38442c3bbc1d,88,0,0
b6e6ff53-4081-4216-a8bc-b1d34079f960,72,0,0
3bdc05ff-ce7b-4128-a328-71a285eaa261,22,0,0
f5213ce8-ccf6-4b19-b71d-015226b8f90c,69,0,0
4926ad03-1a70-4b40-b241-166611f288c7,23,0,0
c4eba774-0742-4cdd-ae78-6cafd0872566,41,0,0
384c2672-b0c6-49a2-9a67-58d66cc97b2e,70,0,0
85034829-046d-49d7-9b18-db2ea4f5cfe5,54,0,0
91977b62-bcef-4948-b669-c0e1ec5369db,73,0,0
2f743bc1-a63e-4360-b9ce-ec79c4c1bd59,24,0,0
f751be37-3e34-47bf-9806-e297e743e13b,82,0,0
615796f5-532e-4589-8710-3811d559ccd9,11,0,0
c22b9d80-35c5-438f-aee3-0cb21f9f3acc,67,0,0
325bdd5a-df11-4e5e-9fa2-bdf64850bde4,80,0,0
93f4517d-5281-4213-a805-3818313cee0c,5,0,0
c410420c-c94e-428d-9ca2-55e59583e25d,25,0,0
bdf1b0d2-6971-486e-87e7-aafcfbc481dd,20,0,0
80eb73d9-07d6-4c91-b2e6-ffda7f30d775,70,0,0
75365f0f-db1b-47ce-b462-d41df97b210d,80,0,0
6862d2ef-401f-4087-9833-24d709638f77,68,0,0
48357dfb-5380-40ce-b22c-e2cbafbc218c,9,0,0
12b837e4-6ad8-4791-a691-b4019f98a98a,91,0,0
d534f035-a225-4a55-9006-918c8e1084c2,19,0,0
d859b693-527f-4412-8db9-f513e7a99fb1,15,0,0
fb21ff28-24a8-4a91-a208-a848794c5698,16,0,0
f0100356-77ad-48c8-a5f0-4c83ee1e7773,23,0,0
b91a5f1b-d407-4413-8684-8b199172943a,19,0,0
750f0c30-d642-4e06-bc88-43fe2c7d90f8,25,0,0
ece7cffd-0ab2-49e7-9b12-d3e7024bf99a,11,0,0
7f4351b8-4980-4ff9-a1ee-0f6ca9718be7,64,0,0
9665381c-7b2d-4f70-a937-9974814681f0,20,0,0
67ce6517-19a3-49f3-9efb-f4728cd58258,82,0,0
38cd34eb-84b5-4498-8445-5c7e2d8a3148,23,0,0
efa07292-01eb-44f0-939d-fd19d8fe6a70,6,0,0
95017f31-4107-480f-9658-d8d93471fe08,82,0,0
e37e0e0d-69c0-4dfb-ac7a-a7b072588c6a,70,0,0
166aba07-d8ac-46e0-9a15-f45a28c5a393,74,0,0
123779ec-d727-43af-9d8e-89a65308b3b8,16,0,0
ec473e21-7db8-407b-8826-38f33b63e1f7,22,0,0
0f12fc3e-01d4-4c44-85b7-058018ae76a2,74,0,0
a16621ec-3274-4d6e-9268-d453a67fe195,72,0,0
38f4247f-4bd1-41e7-8a94-fcf64c08797b,66,0,0
be3531d2-dbdb-4a3a-94e6-436645225bd4,10,0,0
15cc5cd4-4354-4f97-9196-679d02150b14,28,0,0
ab257a2f-5d70-47f3-bdc9-9c268629105c,66,0,0
a2fa0c64-945c-4153-87a6-a3659b545af9,22,0,0
218f4c42-ecb2-4b8d-8c74-9a1f57c188ae,25,0,0
b6b2eea5-6b9e-4eb9-98bd-b32023660bde,70,0,0
144056e4-8e98-43e9-a228-963ba43134e6,65,0,0
640da4f7-26d3-4bf9-bb02-398ea6ae8dc1,23,0,0
61fa6831-2a7f-42c5-987a-44bdba0f18cd,70,0,0
2a7baaff-ea08-4b61-b01a-e1c0f0770a9b,32,0,0
c87c482b-aa72-4f18-a6ca-eb167f6aab63,39,0,0
82130c7c-f9b0-462c-998e-b24bf64b5993,23,0,0
297608cb-22b3-407c-9eaf-73ed548ff016,30,0,0
14e8f9fe-128b-4e5f-a7be-2bb4f46748fa,77,0,0
cc9422db-8c74-4297-8e4a-400c045f3b5b,62,0,0
28dd615d-2a84-4fa8-bbf7-1162c8595ec1,77,0,0
a6f7e81e-8c40-4ec9-9361-6005d1b0dafa,5,0,0
06662e9f-8447-4569-9293-adbc5dc63977,74,0,0
